,MatchID,Player,GameWeek,ForTeam,AgainstTeam,RelativeStrength,Goals,ShotsOnTarget,ShotsInBox,CloseShots,TotalShots,Headers,ShotsCentre,ShotsLeft,ShotsRight,GoalAssists,ShotOnTargetCreated,ShotInBoxCreated,CloseShotCreated,TotalShotCreated,HeadersCreated,CreatedCentre,CreatedLeft,CreatedRight,XG,XA,XGI,Position,Date,BPS,CleanSheet,MinutesPlayed,NetTransfersIn,Points,Price,Saves,SelectedBy
51,58901,Joe Hart,1,Tottenham Hotspur,Everton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GKP,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,55692
52,58901,Cameron Carter-Vickers,1,Tottenham Hotspur,Everton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.0,0.0,14540
53,58902,Wes Morgan,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,5862
54,58902,Kasper Schmeichel,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GKP,2020-09-13,21,1.0,90.0,0,6,5.5,1.0,828679
55,58902,Christian Fuchs,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,1369
56,58902,Jonny Evans,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,5.5,0.0,7125
57,58902,Adrien Silva,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,39204
58,58902,Marc Albrighton,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,3,0.0,23.0,0,1,5.5,0.0,12864
59,58902,Matty James,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,28097
60,58902,Danny Ward,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GKP,2020-09-13,0,0.0,0.0,0,0,4.5,0.0,13251
61,58902,Jamie Vardy,1,Leicester City,West Bromwich Albion,2,2,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1.6616915422885572,0.07602131438721137,1.7377128566757685,FWD,2020-09-13,52,1.0,90.0,0,13,10.0,0.0,1036141
62,58902,Dennis Praet,1,Leicester City,West Bromwich Albion,2,0,1,1,1,2,0,0,0,1,1,1,0,1,1,1,0,0,0,0.2492210590036677,0.6745562130177515,0.9237772720214192,MID,2020-09-13,25,1.0,74.0,0,6,5.5,0.0,4535
63,58902,Ricardo Pereira,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,6.0,0.0,8705
64,58902,Daniel Amartey,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,2020-09-13,0,0.0,0.0,0,0,4.0,0.0,86735
65,58902,Youri Tielemans,1,Leicester City,West Bromwich Albion,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07495429616087751,0.0,0.07495429616087751,MID,2020-09-13,17,1.0,90.0,0,3,6.5,0.0,127919
66,58902,Ayoze Perez,1,Leicester City,West Bromwich Albion,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07602131438721137,0.0,0.07602131438721137,MID,2020-09-13,5,1.0,66.0,0,3,6.5,0.0,215629
67,58902,Demarai Gray,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,2020-09-13,0,0.0,0.0,0,0,5.5,0.0,12401
68,58902,James Maddison,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.0,0.07602131438721137,0.07602131438721137,MID,2020-09-13,4,0.0,15.0,0,1,7.0,0.0,81625
69,58902,Kelechi Iheanacho,1,Leicester City,West Bromwich Albion,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,FWD,2020-09-13,0,0.0,0.0,0,0,6.0,0.0,41594
